Show Id, type, title, director, cast, country, date added, release year, rating. duration, listed in, description 
s1,TV Show,3%,,João Miguel, Bianca Comparato, Michel Gomes, Rodolfo Valente, Vaneza Oliveira, Rafael Lozano, Viviane Porto, Mel Fronckowiak, Sergio Mamberti, Zezé Motta, Celso Frateschi,Brazil,August 14, 2020,2020,TV-MA,4 Seasons,International TV Shows, TV Dramas, TV Sci-Fi & Fantasy,In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.
s10,Movie,1920,Vikram Bhatt,Rajneesh Duggal, Adah Sharma, Indraneil Sengupta, Anjori Alagh, Rajendranath Zutshi, Vipin Sharma, Amin Hajee, Shri Vallabh Vyas,India,December 15, 2017,2008,TV-MA,143 min,Horror Movies, International Movies, Thrillers,An architect and his wife move into a castle that is slated to become a luxury hotel. But something inside is determined to stop the renovation.
s100,Movie,3 Heroines,Iman Brotoseno,Reza Rahadian, Bunga Citra Lestari, Tara Basro, Chelsea Islan,Indonesia,January 5, 2019,2016,TV-PG,124 min,Dramas, International Movies, Sports Movies,Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.
s1000,Movie,Blue Mountain State: The Rise of Thadland,Lev L. Spiro,Alan Ritchson, Darin Brooks, James Cade, Rob Ramsay, Chris Romano, Frankie Shaw, Omari Newton, Ed Marinaro, Dhani Jones, Ed Amatrudo, Jimmy Tatro,United States,March 1, 2016,2016,R,90 min,Comedies,New NFL star Thad buys his old teammates` beloved frat house, renames it Thadland and throws the raunchiest, most debauched party in school history.
s1001	TV Show	Blue Planet II		David Attenborough	United Kingdom	December 3, 2018	2017	TV-G	1 Season	British TV Shows, Docuseries, Science & Nature TV	This sequel to the award-winning nature series Blue Planet dives beneath Earth`s oceans to reveal the dazzling vistas and amazing creatures there.
s1002	Movie	Blue Ruin	Jeremy Saulnier	Macon Blair, Devin Ratray, Amy Hargreaves, Kevin Kolack, Eve Plumb, David W. Thompson, Brent Werzner, Stacy Rock, Sidné Anderson, Sandy Barnett, Bonnie Johnson	United States, France	February 25, 2019	2013	R	90 min	Independent Movies, Thrillers	Bad news from the past unhinges vagabond Dwight Evans, sending him on a mission of bloody retribution that takes him to his childhood hometown.
